"","X","Taxa","INC","COLD","plate_num","date","viable","DAY","END","germination","mold","adj_total","force","germ_perc","censor","chill_time","warmT"
"2049.7",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.8",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.9",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.10",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.11",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.12",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.13",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.14",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.15",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.16",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.17",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2049.18",2049,"Silene stellata","L","O",52,"2018-09-21",19,25,NA,19,0,21,20,0.904761904761905,0,0,20
"2050",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.1",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.2",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.3",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.4",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.5",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.6",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.7",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.8",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.9",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.10",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.11",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.12",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.13",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.14",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.15",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2050.16",2050,"Silene stellata","L","O",53,"2018-09-21",17,25,NA,17,0,19,20,0.894736842105263,0,0,20
"2051",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.1",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.2",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.3",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.4",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.5",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.6",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.7",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.8",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.9",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.10",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.11",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.12",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.13",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.14",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2051.15",2051,"Silene stellata","L","O",54,"2018-09-21",16,25,NA,16,0,19,20,0.842105263157895,0,0,20
"2052",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2052.1",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2052.2",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2052.3",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2052.4",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2052.5",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2052.6",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2052.7",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2052.8",2052,"Silene vulgaris","H","O",55,"2018-09-21",9,25,NA,9,0,17,25,0.529411764705882,0,0,25
"2053",2053,"Silene vulgaris","H","O",56,"2018-09-21",5,25,NA,5,0,18,25,0.277777777777778,0,0,25
"2053.1",2053,"Silene vulgaris","H","O",56,"2018-09-21",5,25,NA,5,0,18,25,0.277777777777778,0,0,25
"2053.2",2053,"Silene vulgaris","H","O",56,"2018-09-21",5,25,NA,5,0,18,25,0.277777777777778,0,0,25
"2053.3",2053,"Silene vulgaris","H","O",56,"2018-09-21",5,25,NA,5,0,18,25,0.277777777777778,0,0,25
"2053.4",2053,"Silene vulgaris","H","O",56,"2018-09-21",5,25,NA,5,0,18,25,0.277777777777778,0,0,25
"2054",2054,"Silene vulgaris","H","O",57,"2018-09-21",6,25,NA,6,0,15,25,0.4,0,0,25
"2054.1",2054,"Silene vulgaris","H","O",57,"2018-09-21",6,25,NA,6,0,15,25,0.4,0,0,25
"2054.2",2054,"Silene vulgaris","H","O",57,"2018-09-21",6,25,NA,6,0,15,25,0.4,0,0,25
"2054.3",2054,"Silene vulgaris","H","O",57,"2018-09-21",6,25,NA,6,0,15,25,0.4,0,0,25
"2054.4",2054,"Silene vulgaris","H","O",57,"2018-09-21",6,25,NA,6,0,15,25,0.4,0,0,25
"2054.5",2054,"Silene vulgaris","H","O",57,"2018-09-21",6,25,NA,6,0,15,25,0.4,0,0,25
"2055",2055,"Silene vulgaris","L","O",58,"2018-09-21",6,25,NA,6,0,20,20,0.3,0,0,20
"2055.1",2055,"Silene vulgaris","L","O",58,"2018-09-21",6,25,NA,6,0,20,20,0.3,0,0,20
"2055.2",2055,"Silene vulgaris","L","O",58,"2018-09-21",6,25,NA,6,0,20,20,0.3,0,0,20
"2055.3",2055,"Silene vulgaris","L","O",58,"2018-09-21",6,25,NA,6,0,20,20,0.3,0,0,20
"2055.4",2055,"Silene vulgaris","L","O",58,"2018-09-21",6,25,NA,6,0,20,20,0.3,0,0,20
"2055.5",2055,"Silene vulgaris","L","O",58,"2018-09-21",6,25,NA,6,0,20,20,0.3,0,0,20
"2057",2057,"Silene vulgaris","L","O",60,"2018-09-21",2,25,NA,2,0,20,20,0.1,0,0,20
"2057.1",2057,"Silene vulgaris","L","O",60,"2018-09-21",2,25,NA,2,0,20,20,0.1,0,0,20
"2058",2058,"Eurbia diviricata","H","O",61,"2018-09-21",7,25,NA,7,8,9,25,0.777777777777778,0,0,25
"2058.1",2058,"Eurbia diviricata","H","O",61,"2018-09-21",7,25,NA,7,8,9,25,0.777777777777778,0,0,25
"2058.2",2058,"Eurbia diviricata","H","O",61,"2018-09-21",7,25,NA,7,8,9,25,0.777777777777778,0,0,25
"2058.3",2058,"Eurbia diviricata","H","O",61,"2018-09-21",7,25,NA,7,8,9,25,0.777777777777778,0,0,25
"2058.4",2058,"Eurbia diviricata","H","O",61,"2018-09-21",7,25,NA,7,8,9,25,0.777777777777778,0,0,25
"2058.5",2058,"Eurbia diviricata","H","O",61,"2018-09-21",7,25,NA,7,8,9,25,0.777777777777778,0,0,25
"2058.6",2058,"Eurbia diviricata","H","O",61,"2018-09-21",7,25,NA,7,8,9,25,0.777777777777778,0,0,25
"2059",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.1",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.2",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.3",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.4",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.5",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.6",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.7",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.8",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.9",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2059.10",2059,"Eurbia diviricata","H","O",62,"2018-09-21",11,25,NA,11,5,13,25,0.846153846153846,0,0,25
"2060",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.1",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.2",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.3",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.4",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.5",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.6",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.7",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.8",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.9",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.10",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.11",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2060.12",2060,"Eurbia diviricata","H","O",63,"2018-09-21",13,25,NA,13,0,13,25,1,0,0,25
"2061",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.1",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.2",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.3",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.4",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.5",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.6",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.7",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.8",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.9",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.10",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.11",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2061.12",2061,"Eurbia diviricata","L","O",64,"2018-09-21",13,25,NA,13,5,15,20,0.866666666666667,0,0,20
"2062",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.1",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.2",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.3",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.4",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.5",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.6",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.7",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.8",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.9",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.10",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.11",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.12",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2062.13",2062,"Eurbia diviricata","L","O",65,"2018-09-21",14,25,NA,14,2,16,20,0.875,0,0,20
"2063",2063,"Eurbia diviricata","L","O",66,"2018-09-21",6,25,NA,6,10,6,20,1,0,0,20
"2063.1",2063,"Eurbia diviricata","L","O",66,"2018-09-21",6,25,NA,6,10,6,20,1,0,0,20
"2063.2",2063,"Eurbia diviricata","L","O",66,"2018-09-21",6,25,NA,6,10,6,20,1,0,0,20
"2063.3",2063,"Eurbia diviricata","L","O",66,"2018-09-21",6,25,NA,6,10,6,20,1,0,0,20
"2063.4",2063,"Eurbia diviricata","L","O",66,"2018-09-21",6,25,NA,6,10,6,20,1,0,0,20
"2063.5",2063,"Eurbia diviricata","L","O",66,"2018-09-21",6,25,NA,6,10,6,20,1,0,0,20
"2064",2064,"Thalictrum dioicum","H","O",67,"2018-09-21",1,25,NA,1,9,1,25,1,0,0,25
"2065",2065,"Thalictrum dioicum","H","O",68,"2018-09-21",4,25,NA,4,6,4,25,1,0,0,25
"2065.1",2065,"Thalictrum dioicum","H","O",68,"2018-09-21",4,25,NA,4,6,4,25,1,0,0,25
"2065.2",2065,"Thalictrum dioicum","H","O",68,"2018-09-21",4,25,NA,4,6,4,25,1,0,0,25
"2065.3",2065,"Thalictrum dioicum","H","O",68,"2018-09-21",4,25,NA,4,6,4,25,1,0,0,25
"2066",2066,"Thalictrum dioicum","H","O",69,"2018-09-21",5,25,NA,5,5,5,25,1,0,0,25
"2066.1",2066,"Thalictrum dioicum","H","O",69,"2018-09-21",5,25,NA,5,5,5,25,1,0,0,25
"2066.2",2066,"Thalictrum dioicum","H","O",69,"2018-09-21",5,25,NA,5,5,5,25,1,0,0,25
"2066.3",2066,"Thalictrum dioicum","H","O",69,"2018-09-21",5,25,NA,5,5,5,25,1,0,0,25
"2066.4",2066,"Thalictrum dioicum","H","O",69,"2018-09-21",5,25,NA,5,5,5,25,1,0,0,25
"2067",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2067.1",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2067.2",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2067.3",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2067.4",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2067.5",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2067.6",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2067.7",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2067.8",2067,"Thalictrum dioicum","L","O",70,"2018-09-21",9,25,NA,9,1,9,20,1,0,0,20
"2068",2068,"Thalictrum dioicum","L","O",71,"2018-09-21",6,25,NA,6,4,6,20,1,0,0,20
"2068.1",2068,"Thalictrum dioicum","L","O",71,"2018-09-21",6,25,NA,6,4,6,20,1,0,0,20
"2068.2",2068,"Thalictrum dioicum","L","O",71,"2018-09-21",6,25,NA,6,4,6,20,1,0,0,20
"2068.3",2068,"Thalictrum dioicum","L","O",71,"2018-09-21",6,25,NA,6,4,6,20,1,0,0,20
"2068.4",2068,"Thalictrum dioicum","L","O",71,"2018-09-21",6,25,NA,6,4,6,20,1,0,0,20
"2068.5",2068,"Thalictrum dioicum","L","O",71,"2018-09-21",6,25,NA,6,4,6,20,1,0,0,20
"2069",2069,"Thalictrum dioicum","L","O",72,"2018-09-21",4,25,NA,4,6,4,20,1,0,0,20
"2069.1",2069,"Thalictrum dioicum","L","O",72,"2018-09-21",4,25,NA,4,6,4,20,1,0,0,20
"2069.2",2069,"Thalictrum dioicum","L","O",72,"2018-09-21",4,25,NA,4,6,4,20,1,0,0,20
"2069.3",2069,"Thalictrum dioicum","L","O",72,"2018-09-21",4,25,NA,4,6,4,20,1,0,0,20
"2070",2070,"Anemone virginana","H","O",73,"2018-09-21",1,25,NA,1,0,20,25,0.05,0,0,25
"2071",2071,"Anemone virginana","H","O",74,"2018-09-21",2,25,NA,2,0,20,25,0.1,0,0,25
"2071.1",2071,"Anemone virginana","H","O",74,"2018-09-21",2,25,NA,2,0,20,25,0.1,0,0,25
"2073",2073,"Anemone virginana","L","O",76,"2018-09-21",3,25,NA,3,0,17,20,0.176470588235294,0,0,20
"2073.1",2073,"Anemone virginana","L","O",76,"2018-09-21",3,25,NA,3,0,17,20,0.176470588235294,0,0,20
"2073.2",2073,"Anemone virginana","L","O",76,"2018-09-21",3,25,NA,3,0,17,20,0.176470588235294,0,0,20
"2074",2074,"Anemone virginana","L","O",77,"2018-09-21",3,25,NA,3,0,18,20,0.166666666666667,0,0,20
"2074.1",2074,"Anemone virginana","L","O",77,"2018-09-21",3,25,NA,3,0,18,20,0.166666666666667,0,0,20
"2074.2",2074,"Anemone virginana","L","O",77,"2018-09-21",3,25,NA,3,0,18,20,0.166666666666667,0,0,20
"2075",2075,"Anemone virginana","L","O",78,"2018-09-21",3,25,NA,3,0,15,20,0.2,0,0,20
"2075.1",2075,"Anemone virginana","L","O",78,"2018-09-21",3,25,NA,3,0,15,20,0.2,0,0,20
"2075.2",2075,"Anemone virginana","L","O",78,"2018-09-21",3,25,NA,3,0,15,20,0.2,0,0,20
"2076",2076,"Impatiens capensis","H","O",79,"2018-09-21",1,25,NA,1,9,10,25,0.1,0,0,25
"2078",2078,"Impatiens capensis","H","O",81,"2018-09-21",4,25,NA,4,8,10,25,0.4,0,0,25
"2078.1",2078,"Impatiens capensis","H","O",81,"2018-09-21",4,25,NA,4,8,10,25,0.4,0,0,25
"2078.2",2078,"Impatiens capensis","H","O",81,"2018-09-21",4,25,NA,4,8,10,25,0.4,0,0,25
"2078.3",2078,"Impatiens capensis","H","O",81,"2018-09-21",4,25,NA,4,8,10,25,0.4,0,0,25
"2084",2084,"Oenethera biennis","H","A",87,"2018-09-10",2,0,2,3,0,16,25,0.1875,1,14,25
"2084.1",2084,"Oenethera biennis","H","A",87,"2018-09-10",2,0,2,3,0,16,25,0.1875,1,14,25
"2084.2",2084,"Oenethera biennis","H","A",87,"2018-09-10",2,0,2,3,0,16,25,0.1875,1,14,25
"2085",2085,"Oenethera biennis","H","A",88,"2018-09-10",5,0,2,2,0,13,25,0.153846153846154,1,14,25
"2085.1",2085,"Oenethera biennis","H","A",88,"2018-09-10",5,0,2,2,0,13,25,0.153846153846154,1,14,25
"2086",2086,"Oenethera biennis","H","A",89,"2018-09-10",2,0,2,4,0,15,25,0.266666666666667,1,14,25
"2086.1",2086,"Oenethera biennis","H","A",89,"2018-09-10",2,0,2,4,0,15,25,0.266666666666667,1,14,25
"2086.2",2086,"Oenethera biennis","H","A",89,"2018-09-10",2,0,2,4,0,15,25,0.266666666666667,1,14,25
"2086.3",2086,"Oenethera biennis","H","A",89,"2018-09-10",2,0,2,4,0,15,25,0.266666666666667,1,14,25
"2106",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2106.1",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2106.2",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2106.3",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2106.4",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2106.5",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2106.6",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2106.7",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2106.8",2106,"Hesperis matronalis","L","A",301,"2018-09-10",4,0,2,9,0,19,20,0.473684210526316,1,14,20
"2107",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.1",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.2",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.3",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.4",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.5",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.6",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.7",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.8",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.9",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.10",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.11",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.12",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.13",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.14",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2107.15",2107,"Hesperis matronalis","L","A",302,"2018-09-10",2,0,2,16,0,21,20,0.761904761904762,1,14,20
"2108",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.1",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.2",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.3",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.4",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.5",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.6",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.7",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.8",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.9",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.10",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.11",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.12",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2108.13",2108,"Hesperis matronalis","L","A",303,"2018-09-10",2,0,2,14,0,17,20,0.823529411764706,1,14,20
"2109",2109,"Hesperis matronalis","H","A",304,"2018-09-10",0,0,2,15,0,20,25,0.75,1,14,25
"2109.1",2109,"Hesperis matronalis","H","A",304,"2018-09-10",0,0,2,15,0,20,25,0.75,1,14,25
