"","Taxa","plate_num","DAY","germinated","chillweeks","force","censored"
"2350","Cryptotaenia canadensis",202,16,1,6,0,0
"2351","Eurbia diviricata",265,16,1,6,5,0
"2352","Eurbia diviricata",266,16,1,6,5,0
"2353","Polygonum virginiatum",397,16,1,6,5,0
"2354","Polygonum virginiatum",397,16,1,6,5,0
"2355","Polygonum virginiatum",400,16,1,6,0,0
"2356","Polygonum virginiatum",400,16,1,6,0,0
"2357","Polygonum virginiatum",400,16,1,6,0,0
"2358","Polygonum virginiatum",401,16,1,6,0,0
"2359","Polygonum virginiatum",401,16,1,6,0,0
"2360","Silene vulgaris",484,16,1,6,5,0
"2361","Silene vulgaris",484,16,1,6,5,0
"2362","Silene vulgaris",484,16,1,6,5,0
"2363","Silene vulgaris",487,16,1,6,0,0
"2364","Anemone virginana",592,16,1,6,5,0
"2365","Anemone virginana",593,16,1,6,5,0
"2366","Anemone virginana",593,16,1,6,5,0
"2367","Anemone virginana",593,16,1,6,5,0
"2368","Anemone virginana",593,16,1,6,5,0
"2369","Anemone virginana",593,16,1,6,5,0
"2370","Anemone virginana",593,16,1,6,5,0
"2371","Anemone virginana",593,16,1,6,5,0
"2372","Anemone virginana",593,16,1,6,5,0
"2373","Anemone virginana",593,16,1,6,5,0
"2374","Anemone virginana",594,16,1,6,5,0
"2375","Anemone virginana",594,16,1,6,5,0
"2376","Anemone virginana",595,16,1,6,0,0
"2377","Anemone virginana",595,16,1,6,0,0
"2378","Anemone virginana",595,16,1,6,0,0
"2379","Anemone virginana",595,16,1,6,0,0
"2380","Anemone virginana",595,16,1,6,0,0
"2381","Anemone virginana",595,16,1,6,0,0
"2382","Anemone virginana",596,16,1,6,0,0
"2383","Anemone virginana",596,16,1,6,0,0
"2384","Anemone virginana",596,16,1,6,0,0
"2385","Anemone virginana",597,16,1,6,0,0
"2386","Anemone virginana",597,16,1,6,0,0
"2387","Anemone virginana",597,16,1,6,0,0
"2388","Anemone virginana",597,16,1,6,0,0
"2389","Thalictrum dioicum",650,16,1,6,0,0
"2390","Cryptotaenia canadensis",200,18,1,6,5,0
"2391","Eurbia diviricata",266,18,1,6,5,0
"2392","Eurbia diviricata",268,18,1,6,0,0
"2393","Eurbia diviricata",269,18,1,6,0,0
"2394","Eurbia diviricata",270,18,1,6,0,0
"2395","Carex grayi",359,18,1,6,5,0
"2396","Polygonum virginiatum",397,18,1,6,5,0
"2397","Polygonum virginiatum",400,18,1,6,0,0
"2398","Polygonum virginiatum",402,18,1,6,0,0
"2399","Polygonum virginiatum",402,18,1,6,0,0
"2400","Silene vulgaris",489,18,1,6,0,0
"2401","Silene stellata",541,18,1,6,0,0
"2402","Anemone virginana",592,18,1,6,5,0
"2403","Anemone virginana",593,18,1,6,5,0
"2404","Anemone virginana",593,18,1,6,5,0
"2405","Anemone virginana",593,18,1,6,5,0
"2406","Anemone virginana",594,18,1,6,5,0
"2407","Anemone virginana",594,18,1,6,5,0
"2408","Anemone virginana",594,18,1,6,5,0
"2409","Anemone virginana",595,18,1,6,0,0
"2410","Anemone virginana",595,18,1,6,0,0
"2411","Anemone virginana",595,18,1,6,0,0
"2412","Anemone virginana",595,18,1,6,0,0
"2413","Anemone virginana",595,18,1,6,0,0
"2414","Anemone virginana",596,18,1,6,0,0
"2415","Anemone virginana",596,18,1,6,0,0
"2416","Anemone virginana",596,18,1,6,0,0
"2417","Anemone virginana",596,18,1,6,0,0
"2418","Anemone virginana",596,18,1,6,0,0
"2419","Anemone virginana",596,18,1,6,0,0
"2420","Anemone virginana",596,18,1,6,0,0
"2421","Anemone virginana",597,18,1,6,0,0
"2422","Anemone virginana",597,18,1,6,0,0
"2423","Anemone virginana",597,18,1,6,0,0
"2424","Anemone virginana",597,18,1,6,0,0
"2425","Anemone virginana",597,18,1,6,0,0
"2426","Anemone virginana",597,18,1,6,0,0
"2427","Thalictrum dioicum",648,18,1,6,5,0
"2428","Asclepias syriaca",154,20,1,6,0,0
"2429","Eurbia diviricata",265,20,1,6,5,0
"2430","Eurbia diviricata",269,20,1,6,0,0
"2431","Eurbia diviricata",270,20,1,6,0,0
"2432","Polygonum virginiatum",399,20,1,6,5,0
"2433","Polygonum virginiatum",399,20,1,6,5,0
"2434","Polygonum virginiatum",400,20,1,6,0,0
"2435","Polygonum virginiatum",401,20,1,6,0,0
"2436","Polygonum virginiatum",401,20,1,6,0,0
"2437","Polygonum virginiatum",402,20,1,6,0,0
"2438","Polygonum virginiatum",402,20,1,6,0,0
"2439","Anemone virginana",592,20,1,6,5,0
"2440","Anemone virginana",593,20,1,6,5,0
"2441","Anemone virginana",593,20,1,6,5,0
"2442","Anemone virginana",596,20,1,6,0,0
"2443","Anemone virginana",596,20,1,6,0,0
"2444","Anemone virginana",596,20,1,6,0,0
"2445","Anemone virginana",597,20,1,6,0,0
"2446","Anemone virginana",597,20,1,6,0,0
"2447","Thalictrum dioicum",651,20,1,6,0,0
"2448","Eurbia diviricata",269,21,1,6,0,0
"2449","Eurbia diviricata",269,21,1,6,0,0
"2450","Carex grayi",359,21,1,6,5,0
"2451","Carex grayi",362,21,1,6,0,0
"2452","Polygonum virginiatum",397,21,1,6,5,0
"2453","Polygonum virginiatum",400,21,1,6,0,0
"2454","Anemone virginana",596,21,1,6,0,0
"2455","Anemone virginana",596,21,1,6,0,0
"2456","Anemone virginana",597,21,1,6,0,0
"2457","Cryptotaenia canadensis",201,23,1,6,5,0
"2458","Eurbia diviricata",269,23,1,6,0,0
"2459","Carex grayi",359,23,1,6,5,0
"2460","Carex grayi",362,23,1,6,0,0
"2461","Polygonum virginiatum",400,23,1,6,0,0
"2462","Polygonum virginiatum",402,23,1,6,0,0
"2463","Anemone virginana",593,23,1,6,5,0
"2464","Anemone virginana",593,23,1,6,5,0
"2465","Anemone virginana",597,23,1,6,0,0
"2466","Anemone virginana",597,23,1,6,0,0
"2467","Carex grayi",359,25,1,6,5,0
"2468","Carex grayi",359,25,1,6,5,0
"2469","Carex grayi",359,25,1,6,5,0
"2470","Carex grayi",360,25,1,6,5,0
"2471","Carex grayi",360,25,1,6,5,0
"2472","Carex grayi",362,25,1,6,0,0
"2473","Polygonum virginiatum",398,25,1,6,5,0
"2474","Polygonum virginiatum",398,25,1,6,5,0
"2475","Silene stellata",540,25,1,6,5,0
"2476","Anemone virginana",593,25,1,6,5,0
"2477","Anemone virginana",596,25,1,6,0,0
"2478","Anemone virginana",596,25,1,6,0,0
"2479","Silene vulgaris",490,1e-05,1,7,5,-1
"2480","Silene vulgaris",491,1e-05,1,7,5,-1
"2481","Silene vulgaris",493,1e-05,1,7,0,-1
"2482","Oenethera biennis",109,2,1,7,5,0
"2483","Oenethera biennis",109,2,1,7,5,0
"2484","Oenethera biennis",109,2,1,7,5,0
"2485","Oenethera biennis",109,2,1,7,5,0
"2486","Oenethera biennis",109,2,1,7,5,0
"2487","Oenethera biennis",109,2,1,7,5,0
"2488","Oenethera biennis",109,2,1,7,5,0
"2489","Oenethera biennis",109,2,1,7,5,0
"2490","Oenethera biennis",109,2,1,7,5,0
"2491","Oenethera biennis",109,2,1,7,5,0
"2492","Oenethera biennis",109,2,1,7,5,0
"2493","Oenethera biennis",110,2,1,7,5,0
"2494","Oenethera biennis",110,2,1,7,5,0
"2495","Oenethera biennis",110,2,1,7,5,0
"2496","Oenethera biennis",110,2,1,7,5,0
"2497","Oenethera biennis",110,2,1,7,5,0
"2498","Oenethera biennis",111,2,1,7,5,0
"2499","Oenethera biennis",111,2,1,7,5,0
"2500","Oenethera biennis",111,2,1,7,5,0
"2501","Oenethera biennis",111,2,1,7,5,0
"2502","Oenethera biennis",111,2,1,7,5,0
"2503","Oenethera biennis",111,2,1,7,5,0
"2504","Asclepias syriaca",157,2,1,7,5,0
"2505","Asclepias syriaca",157,2,1,7,5,0
"2506","Asclepias syriaca",158,2,1,7,5,0
"2507","Asclepias syriaca",159,2,1,7,5,0
"2508","Asclepias syriaca",159,2,1,7,5,0
"2509","Asclepias syriaca",159,2,1,7,5,0
"2510","Asclepias syriaca",159,2,1,7,5,0
"2511","Cryptotaenia canadensis",205,2,1,7,5,0
"2512","Cryptotaenia canadensis",206,2,1,7,5,0
"2513","Cryptotaenia canadensis",206,2,1,7,5,0
"2514","Cryptotaenia canadensis",207,2,1,7,5,0
"2515","Cryptotaenia canadensis",208,2,1,7,0,0
"2516","Eurbia diviricata",272,2,1,7,5,0
"2517","Silene vulgaris",491,2,1,7,5,0
"2518","Silene stellata",544,2,1,7,5,0
"2519","Silene stellata",545,2,1,7,5,0
"2520","Silene stellata",547,2,1,7,0,0
"2521","Silene stellata",547,2,1,7,0,0
"2522","Silene stellata",548,2,1,7,0,0
"2523","Oenethera biennis",109,4,1,7,5,0
"2524","Oenethera biennis",109,4,1,7,5,0
"2525","Oenethera biennis",109,4,1,7,5,0
"2526","Oenethera biennis",109,4,1,7,5,0
"2527","Oenethera biennis",110,4,1,7,5,0
"2528","Oenethera biennis",110,4,1,7,5,0
"2529","Oenethera biennis",110,4,1,7,5,0
"2530","Oenethera biennis",110,4,1,7,5,0
"2531","Oenethera biennis",110,4,1,7,5,0
"2532","Oenethera biennis",110,4,1,7,5,0
"2533","Oenethera biennis",110,4,1,7,5,0
"2534","Oenethera biennis",110,4,1,7,5,0
"2535","Oenethera biennis",110,4,1,7,5,0
"2536","Oenethera biennis",111,4,1,7,5,0
"2537","Oenethera biennis",111,4,1,7,5,0
"2538","Oenethera biennis",111,4,1,7,5,0
"2539","Oenethera biennis",111,4,1,7,5,0
"2540","Oenethera biennis",111,4,1,7,5,0
"2541","Oenethera biennis",111,4,1,7,5,0
"2542","Oenethera biennis",111,4,1,7,5,0
"2543","Oenethera biennis",112,4,1,7,0,0
"2544","Oenethera biennis",112,4,1,7,0,0
"2545","Oenethera biennis",112,4,1,7,0,0
"2546","Oenethera biennis",113,4,1,7,0,0
"2547","Oenethera biennis",113,4,1,7,0,0
"2548","Oenethera biennis",113,4,1,7,0,0
"2549","Oenethera biennis",113,4,1,7,0,0
"2550","Oenethera biennis",113,4,1,7,0,0
"2551","Oenethera biennis",113,4,1,7,0,0
"2552","Oenethera biennis",113,4,1,7,0,0
"2553","Oenethera biennis",113,4,1,7,0,0
"2554","Oenethera biennis",113,4,1,7,0,0
"2555","Oenethera biennis",113,4,1,7,0,0
"2556","Oenethera biennis",113,4,1,7,0,0
"2557","Oenethera biennis",113,4,1,7,0,0
"2558","Oenethera biennis",113,4,1,7,0,0
"2559","Oenethera biennis",113,4,1,7,0,0
"2560","Oenethera biennis",113,4,1,7,0,0
"2561","Oenethera biennis",114,4,1,7,0,0
"2562","Oenethera biennis",114,4,1,7,0,0
"2563","Oenethera biennis",114,4,1,7,0,0
"2564","Oenethera biennis",114,4,1,7,0,0
"2565","Oenethera biennis",114,4,1,7,0,0
"2566","Oenethera biennis",114,4,1,7,0,0
"2567","Oenethera biennis",114,4,1,7,0,0
"2568","Oenethera biennis",114,4,1,7,0,0
"2569","Oenethera biennis",114,4,1,7,0,0
"2570","Oenethera biennis",114,4,1,7,0,0
"2571","Oenethera biennis",114,4,1,7,0,0
"2572","Asclepias syriaca",157,4,1,7,5,0
"2573","Asclepias syriaca",157,4,1,7,5,0
"2574","Asclepias syriaca",157,4,1,7,5,0
"2575","Asclepias syriaca",157,4,1,7,5,0
"2576","Asclepias syriaca",157,4,1,7,5,0
"2577","Asclepias syriaca",157,4,1,7,5,0
"2578","Asclepias syriaca",157,4,1,7,5,0
"2579","Asclepias syriaca",157,4,1,7,5,0
"2580","Asclepias syriaca",157,4,1,7,5,0
"2581","Asclepias syriaca",157,4,1,7,5,0
"2582","Asclepias syriaca",157,4,1,7,5,0
"2583","Asclepias syriaca",157,4,1,7,5,0
"2584","Asclepias syriaca",157,4,1,7,5,0
"2585","Asclepias syriaca",157,4,1,7,5,0
"2586","Asclepias syriaca",157,4,1,7,5,0
"2587","Asclepias syriaca",158,4,1,7,5,0
"2588","Asclepias syriaca",158,4,1,7,5,0
"2589","Asclepias syriaca",158,4,1,7,5,0
"2590","Asclepias syriaca",158,4,1,7,5,0
"2591","Asclepias syriaca",158,4,1,7,5,0
"2592","Asclepias syriaca",158,4,1,7,5,0
"2593","Asclepias syriaca",158,4,1,7,5,0
"2594","Asclepias syriaca",158,4,1,7,5,0
"2595","Asclepias syriaca",158,4,1,7,5,0
"2596","Asclepias syriaca",158,4,1,7,5,0
"2597","Asclepias syriaca",158,4,1,7,5,0
"2598","Asclepias syriaca",158,4,1,7,5,0
"2599","Asclepias syriaca",158,4,1,7,5,0
"2600","Asclepias syriaca",158,4,1,7,5,0
"2601","Asclepias syriaca",159,4,1,7,5,0
"2602","Asclepias syriaca",159,4,1,7,5,0
"2603","Asclepias syriaca",159,4,1,7,5,0
"2604","Asclepias syriaca",159,4,1,7,5,0
"2605","Asclepias syriaca",159,4,1,7,5,0
"2606","Asclepias syriaca",159,4,1,7,5,0
"2607","Asclepias syriaca",159,4,1,7,5,0
"2608","Asclepias syriaca",159,4,1,7,5,0
"2609","Asclepias syriaca",160,4,1,7,0,0
"2610","Asclepias syriaca",160,4,1,7,0,0
"2611","Cryptotaenia canadensis",207,4,1,7,5,0
"2612","Cryptotaenia canadensis",209,4,1,7,0,0
"2613","Eurbia diviricata",271,4,1,7,5,0
"2614","Eurbia diviricata",271,4,1,7,5,0
"2615","Eurbia diviricata",271,4,1,7,5,0
"2616","Eurbia diviricata",271,4,1,7,5,0
"2617","Eurbia diviricata",272,4,1,7,5,0
"2618","Eurbia diviricata",273,4,1,7,5,0
"2619","Eurbia diviricata",273,4,1,7,5,0
"2620","Eurbia diviricata",273,4,1,7,5,0
"2621","Eurbia diviricata",273,4,1,7,5,0
"2622","Eurbia diviricata",273,4,1,7,5,0
"2623","Eurbia diviricata",273,4,1,7,5,0
"2624","Eurbia diviricata",273,4,1,7,5,0
"2625","Eurbia diviricata",276,4,1,7,0,0
"2626","Polygonum virginiatum",403,4,1,7,5,0
"2627","Polygonum virginiatum",404,4,1,7,5,0
"2628","Polygonum virginiatum",404,4,1,7,5,0
"2629","Polygonum virginiatum",404,4,1,7,5,0
"2630","Polygonum virginiatum",405,4,1,7,5,0
"2631","Polygonum virginiatum",405,4,1,7,5,0
"2632","Polygonum virginiatum",406,4,1,7,0,0
"2633","Polygonum virginiatum",408,4,1,7,0,0
"2634","Polygonum virginiatum",408,4,1,7,0,0
"2635","Silene vulgaris",490,4,1,7,5,0
"2636","Silene vulgaris",490,4,1,7,5,0
"2637","Silene vulgaris",490,4,1,7,5,0
"2638","Silene vulgaris",490,4,1,7,5,0
"2639","Silene vulgaris",490,4,1,7,5,0
"2640","Silene vulgaris",490,4,1,7,5,0
"2641","Silene vulgaris",490,4,1,7,5,0
"2642","Silene vulgaris",490,4,1,7,5,0
"2643","Silene vulgaris",490,4,1,7,5,0
"2644","Silene vulgaris",490,4,1,7,5,0
"2645","Silene vulgaris",490,4,1,7,5,0
"2646","Silene vulgaris",490,4,1,7,5,0
"2647","Silene vulgaris",490,4,1,7,5,0
"2648","Silene vulgaris",491,4,1,7,5,0
"2649","Silene vulgaris",491,4,1,7,5,0
"2650","Silene vulgaris",491,4,1,7,5,0
"2651","Silene vulgaris",491,4,1,7,5,0
"2652","Silene vulgaris",491,4,1,7,5,0
"2653","Silene vulgaris",491,4,1,7,5,0
"2654","Silene vulgaris",491,4,1,7,5,0
"2655","Silene vulgaris",491,4,1,7,5,0
"2656","Silene vulgaris",491,4,1,7,5,0
"2657","Silene vulgaris",491,4,1,7,5,0
"2658","Silene vulgaris",491,4,1,7,5,0
"2659","Silene vulgaris",491,4,1,7,5,0
"2660","Silene vulgaris",492,4,1,7,5,0
"2661","Silene vulgaris",492,4,1,7,5,0
"2662","Silene vulgaris",492,4,1,7,5,0
"2663","Silene vulgaris",492,4,1,7,5,0
"2664","Silene vulgaris",492,4,1,7,5,0
"2665","Silene vulgaris",492,4,1,7,5,0
"2666","Silene vulgaris",492,4,1,7,5,0
"2667","Silene vulgaris",492,4,1,7,5,0
"2668","Silene vulgaris",492,4,1,7,5,0
"2669","Silene vulgaris",492,4,1,7,5,0
"2670","Silene vulgaris",493,4,1,7,0,0
"2671","Silene vulgaris",493,4,1,7,0,0
"2672","Silene vulgaris",493,4,1,7,0,0
"2673","Silene vulgaris",493,4,1,7,0,0
"2674","Silene vulgaris",493,4,1,7,0,0
"2675","Silene vulgaris",493,4,1,7,0,0
"2676","Silene vulgaris",493,4,1,7,0,0
"2677","Silene vulgaris",493,4,1,7,0,0
"2678","Silene vulgaris",493,4,1,7,0,0
"2679","Silene vulgaris",493,4,1,7,0,0
"2680","Silene vulgaris",494,4,1,7,0,0
"2681","Silene vulgaris",494,4,1,7,0,0
"2682","Silene vulgaris",494,4,1,7,0,0
"2683","Silene vulgaris",494,4,1,7,0,0
"2684","Silene vulgaris",494,4,1,7,0,0
"2685","Silene vulgaris",495,4,1,7,0,0
"2686","Silene vulgaris",495,4,1,7,0,0
"2687","Silene vulgaris",495,4,1,7,0,0
"2688","Silene vulgaris",495,4,1,7,0,0
"2689","Silene vulgaris",495,4,1,7,0,0
"2690","Silene vulgaris",495,4,1,7,0,0
"2691","Silene vulgaris",495,4,1,7,0,0
"2692","Silene vulgaris",495,4,1,7,0,0
"2693","Silene vulgaris",495,4,1,7,0,0
"2694","Silene vulgaris",495,4,1,7,0,0
"2695","Silene vulgaris",495,4,1,7,0,0
"2696","Silene vulgaris",495,4,1,7,0,0
"2697","Silene vulgaris",495,4,1,7,0,0
"2698","Silene vulgaris",495,4,1,7,0,0
"2699","Silene stellata",545,4,1,7,5,0
"2700","Silene stellata",545,4,1,7,5,0
"2701","Silene stellata",547,4,1,7,0,0
"2702","Silene stellata",547,4,1,7,0,0
"2703","Silene stellata",547,4,1,7,0,0
"2704","Silene stellata",547,4,1,7,0,0
"2705","Silene stellata",548,4,1,7,0,0
"2706","Silene stellata",548,4,1,7,0,0
"2707","Silene stellata",548,4,1,7,0,0
"2708","Silene stellata",548,4,1,7,0,0
"2709","Silene stellata",548,4,1,7,0,0
"2710","Silene stellata",548,4,1,7,0,0
"2711","Silene stellata",549,4,1,7,0,0
"2712","Silene stellata",549,4,1,7,0,0
"2713","Silene stellata",549,4,1,7,0,0
"2714","Silene stellata",549,4,1,7,0,0
"2715","Thalictrum dioicum",652,4,1,7,5,0
"2716","Oenethera biennis",112,6,1,7,0,0
"2717","Oenethera biennis",112,6,1,7,0,0
"2718","Oenethera biennis",112,6,1,7,0,0
"2719","Oenethera biennis",112,6,1,7,0,0
"2720","Oenethera biennis",112,6,1,7,0,0
"2721","Oenethera biennis",112,6,1,7,0,0
"2722","Oenethera biennis",113,6,1,7,0,0
"2723","Oenethera biennis",114,6,1,7,0,0
"2724","Oenethera biennis",114,6,1,7,0,0
"2725","Oenethera biennis",114,6,1,7,0,0
"2726","Asclepias syriaca",157,6,1,7,5,0
"2727","Asclepias syriaca",158,6,1,7,5,0
"2728","Asclepias syriaca",158,6,1,7,5,0
"2729","Asclepias syriaca",158,6,1,7,5,0
"2730","Asclepias syriaca",158,6,1,7,5,0
"2731","Asclepias syriaca",159,6,1,7,5,0
"2732","Asclepias syriaca",159,6,1,7,5,0
"2733","Asclepias syriaca",159,6,1,7,5,0
"2734","Asclepias syriaca",159,6,1,7,5,0
"2735","Asclepias syriaca",159,6,1,7,5,0
"2736","Asclepias syriaca",159,6,1,7,5,0
"2737","Asclepias syriaca",160,6,1,7,0,0
"2738","Asclepias syriaca",160,6,1,7,0,0
"2739","Asclepias syriaca",160,6,1,7,0,0
"2740","Asclepias syriaca",160,6,1,7,0,0
"2741","Asclepias syriaca",160,6,1,7,0,0
"2742","Asclepias syriaca",160,6,1,7,0,0
"2743","Asclepias syriaca",160,6,1,7,0,0
"2744","Asclepias syriaca",160,6,1,7,0,0
"2745","Asclepias syriaca",160,6,1,7,0,0
"2746","Asclepias syriaca",160,6,1,7,0,0
"2747","Asclepias syriaca",161,6,1,7,0,0
"2748","Asclepias syriaca",161,6,1,7,0,0
"2749","Asclepias syriaca",161,6,1,7,0,0
"2750","Asclepias syriaca",161,6,1,7,0,0
"2751","Asclepias syriaca",161,6,1,7,0,0
"2752","Asclepias syriaca",161,6,1,7,0,0
"2753","Asclepias syriaca",161,6,1,7,0,0
"2754","Asclepias syriaca",161,6,1,7,0,0
"2755","Asclepias syriaca",161,6,1,7,0,0
"2756","Asclepias syriaca",162,6,1,7,0,0
"2757","Asclepias syriaca",162,6,1,7,0,0
"2758","Asclepias syriaca",162,6,1,7,0,0
"2759","Asclepias syriaca",162,6,1,7,0,0
"2760","Asclepias syriaca",162,6,1,7,0,0
"2761","Asclepias syriaca",162,6,1,7,0,0
"2762","Cryptotaenia canadensis",205,6,1,7,5,0
"2763","Cryptotaenia canadensis",205,6,1,7,5,0
"2764","Cryptotaenia canadensis",205,6,1,7,5,0
"2765","Cryptotaenia canadensis",205,6,1,7,5,0
"2766","Cryptotaenia canadensis",205,6,1,7,5,0
"2767","Cryptotaenia canadensis",205,6,1,7,5,0
"2768","Cryptotaenia canadensis",205,6,1,7,5,0
"2769","Cryptotaenia canadensis",205,6,1,7,5,0
"2770","Cryptotaenia canadensis",205,6,1,7,5,0
"2771","Cryptotaenia canadensis",206,6,1,7,5,0
"2772","Cryptotaenia canadensis",206,6,1,7,5,0
"2773","Cryptotaenia canadensis",206,6,1,7,5,0
"2774","Cryptotaenia canadensis",206,6,1,7,5,0
"2775","Cryptotaenia canadensis",206,6,1,7,5,0
"2776","Cryptotaenia canadensis",206,6,1,7,5,0
"2777","Cryptotaenia canadensis",206,6,1,7,5,0
"2778","Cryptotaenia canadensis",206,6,1,7,5,0
"2779","Cryptotaenia canadensis",207,6,1,7,5,0
"2780","Cryptotaenia canadensis",207,6,1,7,5,0
"2781","Cryptotaenia canadensis",207,6,1,7,5,0
"2782","Cryptotaenia canadensis",207,6,1,7,5,0
"2783","Cryptotaenia canadensis",207,6,1,7,5,0
"2784","Cryptotaenia canadensis",207,6,1,7,5,0
"2785","Cryptotaenia canadensis",207,6,1,7,5,0
"2786","Cryptotaenia canadensis",207,6,1,7,5,0
"2787","Cryptotaenia canadensis",207,6,1,7,5,0
"2788","Cryptotaenia canadensis",208,6,1,7,0,0
"2789","Cryptotaenia canadensis",208,6,1,7,0,0
"2790","Cryptotaenia canadensis",208,6,1,7,0,0
"2791","Cryptotaenia canadensis",208,6,1,7,0,0
"2792","Cryptotaenia canadensis",208,6,1,7,0,0
"2793","Cryptotaenia canadensis",208,6,1,7,0,0
"2794","Cryptotaenia canadensis",208,6,1,7,0,0
"2795","Cryptotaenia canadensis",208,6,1,7,0,0
"2796","Cryptotaenia canadensis",208,6,1,7,0,0
"2797","Cryptotaenia canadensis",208,6,1,7,0,0
"2798","Cryptotaenia canadensis",208,6,1,7,0,0
"2799","Cryptotaenia canadensis",208,6,1,7,0,0
"2800","Cryptotaenia canadensis",208,6,1,7,0,0
"2801","Cryptotaenia canadensis",209,6,1,7,0,0
"2802","Cryptotaenia canadensis",209,6,1,7,0,0
"2803","Cryptotaenia canadensis",209,6,1,7,0,0
"2804","Cryptotaenia canadensis",209,6,1,7,0,0
"2805","Cryptotaenia canadensis",209,6,1,7,0,0
"2806","Cryptotaenia canadensis",209,6,1,7,0,0
"2807","Cryptotaenia canadensis",209,6,1,7,0,0
"2808","Cryptotaenia canadensis",209,6,1,7,0,0
"2809","Cryptotaenia canadensis",209,6,1,7,0,0
"2810","Cryptotaenia canadensis",209,6,1,7,0,0
"2811","Cryptotaenia canadensis",209,6,1,7,0,0
"2812","Cryptotaenia canadensis",209,6,1,7,0,0
"2813","Cryptotaenia canadensis",209,6,1,7,0,0
"2814","Cryptotaenia canadensis",209,6,1,7,0,0
"2815","Cryptotaenia canadensis",209,6,1,7,0,0
"2816","Cryptotaenia canadensis",210,6,1,7,0,0
"2817","Cryptotaenia canadensis",210,6,1,7,0,0
"2818","Cryptotaenia canadensis",210,6,1,7,0,0
"2819","Cryptotaenia canadensis",210,6,1,7,0,0
"2820","Cryptotaenia canadensis",210,6,1,7,0,0
"2821","Cryptotaenia canadensis",210,6,1,7,0,0
"2822","Cryptotaenia canadensis",210,6,1,7,0,0
"2823","Cryptotaenia canadensis",210,6,1,7,0,0
"2824","Cryptotaenia canadensis",210,6,1,7,0,0
"2825","Cryptotaenia canadensis",210,6,1,7,0,0
"2826","Cryptotaenia canadensis",210,6,1,7,0,0
"2827","Cryptotaenia canadensis",210,6,1,7,0,0
"2828","Cryptotaenia canadensis",210,6,1,7,0,0
"2829","Cryptotaenia canadensis",210,6,1,7,0,0
"2830","Cryptotaenia canadensis",210,6,1,7,0,0
"2831","Cryptotaenia canadensis",210,6,1,7,0,0
"2832","Cryptotaenia canadensis",210,6,1,7,0,0
"2833","Cryptotaenia canadensis",210,6,1,7,0,0
"2834","Cryptotaenia canadensis",210,6,1,7,0,0
"2835","Eurbia diviricata",271,6,1,7,5,0
"2836","Eurbia diviricata",271,6,1,7,5,0
"2837","Eurbia diviricata",271,6,1,7,5,0
"2838","Eurbia diviricata",271,6,1,7,5,0
"2839","Eurbia diviricata",272,6,1,7,5,0
"2840","Eurbia diviricata",272,6,1,7,5,0
"2841","Eurbia diviricata",272,6,1,7,5,0
"2842","Eurbia diviricata",272,6,1,7,5,0
"2843","Eurbia diviricata",273,6,1,7,5,0
"2844","Eurbia diviricata",273,6,1,7,5,0
"2845","Eurbia diviricata",273,6,1,7,5,0
"2846","Eurbia diviricata",274,6,1,7,0,0
"2847","Eurbia diviricata",275,6,1,7,0,0
"2848","Eurbia diviricata",275,6,1,7,0,0
"2849","Eurbia diviricata",276,6,1,7,0,0
"2850","Polygonum virginiatum",403,6,1,7,5,0
"2851","Polygonum virginiatum",403,6,1,7,5,0
"2852","Polygonum virginiatum",404,6,1,7,5,0
"2853","Polygonum virginiatum",405,6,1,7,5,0
"2854","Polygonum virginiatum",406,6,1,7,0,0
"2855","Polygonum virginiatum",406,6,1,7,0,0
"2856","Polygonum virginiatum",407,6,1,7,0,0
"2857","Polygonum virginiatum",407,6,1,7,0,0
"2858","Polygonum virginiatum",408,6,1,7,0,0
"2859","Polygonum virginiatum",408,6,1,7,0,0
"2860","Polygonum virginiatum",408,6,1,7,0,0
"2861","Silene vulgaris",490,6,1,7,5,0
"2862","Silene vulgaris",490,6,1,7,5,0
"2863","Silene vulgaris",490,6,1,7,5,0
"2864","Silene vulgaris",491,6,1,7,5,0
"2865","Silene vulgaris",491,6,1,7,5,0
"2866","Silene vulgaris",492,6,1,7,5,0
"2867","Silene vulgaris",492,6,1,7,5,0
"2868","Silene vulgaris",493,6,1,7,0,0
"2869","Silene vulgaris",493,6,1,7,0,0
"2870","Silene vulgaris",493,6,1,7,0,0
"2871","Silene vulgaris",493,6,1,7,0,0
"2872","Silene vulgaris",493,6,1,7,0,0
"2873","Silene vulgaris",493,6,1,7,0,0
"2874","Silene vulgaris",494,6,1,7,0,0
"2875","Silene vulgaris",494,6,1,7,0,0
"2876","Silene vulgaris",494,6,1,7,0,0
"2877","Silene vulgaris",494,6,1,7,0,0
"2878","Silene vulgaris",494,6,1,7,0,0
"2879","Silene vulgaris",494,6,1,7,0,0
"2880","Silene vulgaris",494,6,1,7,0,0
"2881","Silene vulgaris",494,6,1,7,0,0
"2882","Silene vulgaris",494,6,1,7,0,0
"2883","Silene vulgaris",495,6,1,7,0,0
"2884","Silene vulgaris",495,6,1,7,0,0
"2885","Silene vulgaris",495,6,1,7,0,0
"2886","Silene stellata",548,6,1,7,0,0
"2887","Silene stellata",548,6,1,7,0,0
"2888","Silene stellata",548,6,1,7,0,0
"2889","Silene stellata",548,6,1,7,0,0
"2890","Silene stellata",548,6,1,7,0,0
"2891","Silene stellata",548,6,1,7,0,0
