"X","zero_day","tot_seed","Taxa","INC","COLD","plate_num","viable","chill_germ","mold","adj_total","date","germ_num","day","DAY","germ.daily","germ_perc","chill_time","chillweeks","force"
2856,"9/24/18",20,"Silene vulgaris","L","B",475,0,0,0,19,"2018-10-07",17,280,13,0,0.85,28,4,0
2857,"9/24/18",20,"Silene vulgaris","H","B",476,4,0,0,21,"2018-10-07",15,280,13,0,0.75,28,4,1
2858,"9/24/18",20,"Silene vulgaris","H","B",477,2,0,0,18,"2018-10-07",15,280,13,1,0.75,28,4,1
2859,"9/24/18",20,"Silene stellata","L","B",526,15,0,0,19,"2018-10-07",4,280,13,1,0.2,28,4,0
2860,"9/24/18",20,"Silene stellata","L","B",527,15,0,0,19,"2018-10-07",4,280,13,0,0.2,28,4,0
2861,"9/24/18",20,"Silene stellata","L","B",528,17,0,0,19,"2018-10-07",2,280,13,0,0.1,28,4,0
2862,"9/24/18",20,"Silene stellata","H","B",529,17,0,0,18,"2018-10-07",1,280,13,0,0.05,28,4,1
2863,"9/24/18",20,"Silene stellata","H","B",530,14,0,0,18,"2018-10-07",3,280,13,0,0.15,28,4,1
2864,"9/24/18",20,"Silene stellata","H","B",531,0,0,0,1,"2018-10-07",1,280,13,0,0.05,28,4,1
2865,"9/24/18",20,"Anemone virginana","L","B",580,2,0,1,20,"2018-10-07",1,280,13,0,0.05,28,4,0
2866,"9/24/18",20,"Anemone virginana","L","B",581,7,0,0,20,"2018-10-07",1,280,13,1,0.05,28,4,0
2867,"9/24/18",20,"Anemone virginana","L","B",582,2,0,1,18,"2018-10-07",1,280,13,0,0.05,28,4,0
2868,"9/24/18",20,"Anemone virginana","H","B",583,5,0,0,21,"2018-10-07",5,280,13,1,0.25,28,4,1
2869,"9/24/18",20,"Anemone virginana","H","B",584,4,0,0,19,"2018-10-07",6,280,13,3,0.3,28,4,1
2870,"9/24/18",20,"Anemone virginana","H","B",585,0,0,0,20,"2018-10-07",9,280,13,6,0.45,28,4,1
2871,"9/24/18",15,"Thalictrum dioicum","L","B",634,8,0,7,12,"2018-10-07",0,280,13,0,0,28,4,0
2872,"9/24/18",15,"Thalictrum dioicum","L","B",635,8,0,6,12,"2018-10-07",0,280,13,0,0,28,4,0
2873,"9/24/18",15,"Thalictrum dioicum","L","B",636,7,0,6,9,"2018-10-07",0,280,13,0,0,28,4,0
2874,"9/24/18",15,"Thalictrum dioicum","H","B",637,9,0,3,12,"2018-10-07",0,280,13,0,0,28,4,1
2875,"9/24/18",15,"Thalictrum dioicum","H","B",638,3,0,11,4,"2018-10-07",0,280,13,0,0,28,4,1
2876,"9/24/18",15,"Thalictrum dioicum","H","B",639,4,0,8,7,"2018-10-07",0,280,13,0,0,28,4,1
2877,"9/24/18",10,"Impatiens capensis","L","B",680,0,0,10,0,"2018-10-07",0,280,13,0,0,28,4,0
2878,"9/24/18",10,"Impatiens capensis","L","B",681,2,0,7,3,"2018-10-07",1,280,13,0,0.1,28,4,0
2879,"9/24/18",10,"Impatiens capensis","H","B",682,1,0,9,1,"2018-10-07",0,280,13,0,0,28,4,1
2880,"9/24/18",10,"Impatiens capensis","L","B",683,2,0,0,2,"2018-10-07",0,280,13,0,0,28,4,0
2881,"9/24/18",15,"Phlox cuspidata","L","B",716,2,0,0,11,"2018-10-07",9,280,13,0,0.6,28,4,0
2882,"9/24/18",15,"Phlox cuspidata","L","B",717,3,0,0,10,"2018-10-07",7,280,13,0,0.466666666666667,28,4,0
2883,"9/24/18",15,"Phlox cuspidata","H","B",718,4,0,0,14,"2018-10-07",10,280,13,0,0.666666666666667,28,4,1
2884,"9/24/18",15,"Phlox cuspidata","H","B",719,2,0,0,11,"2018-10-07",9,280,13,0,0.6,28,4,1
2885,"9/24/18",20,"Oenethera biennis","L","B",91,1,0,0,9,"2018-10-08",7,281,14,0,0.35,28,4,0
2886,"9/24/18",20,"Oenethera biennis","L","B",92,0,0,6,14,"2018-10-08",14,281,14,0,0.7,28,4,0
2887,"9/24/18",20,"Oenethera biennis","L","B",93,0,0,2,15,"2018-10-08",15,281,14,0,0.75,28,4,0
2888,"9/24/18",20,"Oenethera biennis","H","B",94,0,0,0,10,"2018-10-08",10,281,14,0,0.5,28,4,1
2889,"9/24/18",20,"Oenethera biennis","H","B",95,2,0,3,11,"2018-10-08",9,281,14,0,0.45,28,4,1
2890,"9/24/18",20,"Oenethera biennis","H","B",96,2,0,0,14,"2018-10-08",11,281,14,0,0.55,28,4,1
2891,"9/24/18",20,"Asclepias syriaca","L","B",139,2,0,0,20,"2018-10-08",16,281,14,2,0.8,28,4,0
2892,"9/24/18",20,"Asclepias syriaca","L","B",140,1,0,0,19,"2018-10-08",18,281,14,0,0.9,28,4,0
2893,"9/24/18",20,"Asclepias syriaca","L","B",141,1,0,0,21,"2018-10-08",20,281,14,1,1,28,4,0
2894,"9/24/18",20,"Asclepias syriaca","H","B",142,0,0,0,19,"2018-10-08",19,281,14,1,0.95,28,4,1
2895,"9/24/18",20,"Asclepias syriaca","H","B",143,1,0,0,18,"2018-10-08",17,281,14,0,0.85,28,4,1
2896,"9/24/18",20,"Asclepias syriaca","H","B",144,0,0,0,20,"2018-10-08",20,281,14,1,1,28,4,1
2897,"9/24/18",20,"Cryptotaenia canadensis","L","B",187,1,0,1,20,"2018-10-08",19,281,14,1,0.95,28,4,0
2898,"9/24/18",20,"Cryptotaenia canadensis","L","B",188,14,0,0,20,"2018-10-08",6,281,14,2,0.3,28,4,0
2899,"9/24/18",20,"Cryptotaenia canadensis","L","B",189,10,0,0,20,"2018-10-08",8,281,14,0,0.4,28,4,0
2900,"9/24/18",20,"Cryptotaenia canadensis","H","B",190,15,0,3,18,"2018-10-08",3,281,14,0,0.15,28,4,1
2901,"9/24/18",20,"Cryptotaenia canadensis","H","B",191,15,0,1,21,"2018-10-08",5,281,14,0,0.25,28,4,1
2902,"9/24/18",20,"Cryptotaenia canadensis","H","B",192,15,0,3,17,"2018-10-08",1,281,14,0,0.05,28,4,1
2903,"9/24/18",20,"Eurbia diviricata","L","B",253,5,0,7,13,"2018-10-08",4,281,14,0,0.2,28,4,0
2904,"9/24/18",20,"Eurbia diviricata","L","B",254,6,0,3,15,"2018-10-08",4,281,14,0,0.2,28,4,0
2905,"9/24/18",20,"Eurbia diviricata","L","B",255,7,0,2,15,"2018-10-08",6,281,14,1,0.3,28,4,0
2906,"9/24/18",20,"Eurbia diviricata","H","B",256,3,0,7,7,"2018-10-08",2,281,14,1,0.1,28,4,1
2907,"9/24/18",20,"Eurbia diviricata","H","B",257,4,0,5,13,"2018-10-08",7,281,14,3,0.35,28,4,1
2908,"9/24/18",20,"Eurbia diviricata","H","B",258,4,0,8,10,"2018-10-08",6,281,14,1,0.3,28,4,1
2909,"9/24/18",20,"Hesperis matronalis","L","B",307,2,0,0,20,"2018-10-08",18,281,14,0,0.9,28,4,0
2910,"9/24/18",20,"Hesperis matronalis","L","B",308,2,0,0,19,"2018-10-08",17,281,14,0,0.85,28,4,0
2911,"9/24/18",20,"Hesperis matronalis","L","B",309,6,0,0,20,"2018-10-08",14,281,14,0,0.7,28,4,0
2912,"9/24/18",20,"Hesperis matronalis","H","B",310,0,0,0,19,"2018-10-08",19,281,14,0,0.95,28,4,1
2913,"9/24/18",20,"Hesperis matronalis","H","B",311,0,0,0,19,"2018-10-08",19,281,14,0,0.95,28,4,1
2914,"9/24/18",20,"Hesperis matronalis","H","B",312,0,0,0,20,"2018-10-08",20,281,14,0,1,28,4,1
2915,"9/24/18",20,"Carex grayi","L","B",355,0,0,0,0,"2018-10-08",0,281,14,0,0,28,4,0
2916,"9/24/18",20,"Carex grayi","L","B",356,0,0,0,0,"2018-10-08",0,281,14,0,0,28,4,0
2917,"9/24/18",20,"Carex grayi","H","B",357,0,0,0,2,"2018-10-08",0,281,14,0,0,28,4,1
2918,"9/24/18",20,"Carex grayi","H","B",358,0,0,0,6,"2018-10-08",0,281,14,0,0,28,4,1
2919,"9/24/18",20,"Polygonum virginiatum","L","B",385,17,0,0,20,"2018-10-08",0,281,14,0,0,28,4,0
2920,"9/24/18",20,"Polygonum virginiatum","L","B",386,17,0,0,21,"2018-10-08",1,281,14,0,0.05,28,4,0
2921,"9/24/18",20,"Polygonum virginiatum","L","B",387,18,0,2,19,"2018-10-08",0,281,14,0,0,28,4,0
2922,"9/24/18",20,"Polygonum virginiatum","H","B",388,18,0,1,19,"2018-10-08",1,281,14,0,0.05,28,4,1
2923,"9/24/18",20,"Polygonum virginiatum","H","B",389,17,0,3,17,"2018-10-08",0,281,14,0,0,28,4,1
2924,"9/24/18",20,"Polygonum virginiatum","H","B",390,19,0,0,20,"2018-10-08",0,281,14,0,0,28,4,1
2925,"9/24/18",20,"Carex grisea","L","B",431,19,0,1,19,"2018-10-08",0,281,14,0,0,28,4,0
2926,"9/24/18",20,"Carex grisea","L","B",432,20,0,0,20,"2018-10-08",0,281,14,0,0,28,4,0
2927,"9/24/18",20,"Carex grisea","H","B",433,0,0,0,0,"2018-10-08",0,281,14,0,0,28,4,1
2928,"9/24/18",20,"Carex grisea","H","B",434,18,0,0,19,"2018-10-08",0,281,14,0,0,28,4,1
2929,"9/24/18",20,"Silene vulgaris","L","B",472,1,0,0,16,"2018-10-08",15,281,14,0,0.75,28,4,0
2930,"9/24/18",20,"Silene vulgaris","L","B",473,2,0,0,19,"2018-10-08",17,281,14,0,0.85,28,4,0
2931,"9/24/18",20,"Silene vulgaris","H","B",474,2,0,0,18,"2018-10-08",16,281,14,0,0.8,28,4,1
2932,"9/24/18",20,"Silene vulgaris","L","B",475,0,0,0,19,"2018-10-08",17,281,14,0,0.85,28,4,0
2933,"9/24/18",20,"Silene vulgaris","H","B",476,4,0,0,21,"2018-10-08",15,281,14,0,0.75,28,4,1
2934,"9/24/18",20,"Silene vulgaris","H","B",477,2,0,0,18,"2018-10-08",15,281,14,0,0.75,28,4,1
2935,"9/24/18",20,"Silene stellata","L","B",526,15,0,0,19,"2018-10-08",4,281,14,0,0.2,28,4,0
2936,"9/24/18",20,"Silene stellata","L","B",527,15,0,0,19,"2018-10-08",4,281,14,0,0.2,28,4,0
2937,"9/24/18",20,"Silene stellata","L","B",528,17,0,0,19,"2018-10-08",2,281,14,0,0.1,28,4,0
2938,"9/24/18",20,"Silene stellata","H","B",529,17,0,0,18,"2018-10-08",1,281,14,0,0.05,28,4,1
2939,"9/24/18",20,"Silene stellata","H","B",530,14,0,0,18,"2018-10-08",3,281,14,0,0.15,28,4,1
2940,"9/24/18",20,"Silene stellata","H","B",531,0,0,0,1,"2018-10-08",1,281,14,0,0.05,28,4,1
2941,"9/24/18",20,"Anemone virginana","L","B",580,2,0,1,20,"2018-10-08",2,281,14,1,0.1,28,4,0
2942,"9/24/18",20,"Anemone virginana","L","B",581,7,0,0,20,"2018-10-08",1,281,14,0,0.05,28,4,0
2943,"9/24/18",20,"Anemone virginana","L","B",582,2,0,1,18,"2018-10-08",1,281,14,0,0.05,28,4,0
2944,"9/24/18",20,"Anemone virginana","H","B",583,5,0,0,21,"2018-10-08",5,281,14,0,0.25,28,4,1
2945,"9/24/18",20,"Anemone virginana","H","B",584,4,0,0,19,"2018-10-08",7,281,14,1,0.35,28,4,1
2946,"9/24/18",20,"Anemone virginana","H","B",585,0,0,0,20,"2018-10-08",9,281,14,0,0.45,28,4,1
2947,"9/24/18",15,"Thalictrum dioicum","L","B",634,8,0,7,12,"2018-10-08",0,281,14,0,0,28,4,0
2948,"9/24/18",15,"Thalictrum dioicum","L","B",635,8,0,6,12,"2018-10-08",0,281,14,0,0,28,4,0
2949,"9/24/18",15,"Thalictrum dioicum","L","B",636,7,0,6,9,"2018-10-08",0,281,14,0,0,28,4,0
2950,"9/24/18",15,"Thalictrum dioicum","H","B",637,9,0,3,12,"2018-10-08",0,281,14,0,0,28,4,1
2951,"9/24/18",15,"Thalictrum dioicum","H","B",638,3,0,11,4,"2018-10-08",0,281,14,0,0,28,4,1
2952,"9/24/18",15,"Thalictrum dioicum","H","B",639,4,0,8,7,"2018-10-08",0,281,14,0,0,28,4,1
2953,"9/24/18",10,"Impatiens capensis","L","B",680,0,0,10,0,"2018-10-08",0,281,14,0,0,28,4,0
2954,"9/24/18",10,"Impatiens capensis","L","B",681,2,0,7,3,"2018-10-08",1,281,14,0,0.1,28,4,0
2955,"9/24/18",10,"Impatiens capensis","H","B",682,1,0,9,1,"2018-10-08",0,281,14,0,0,28,4,1
2956,"9/24/18",10,"Impatiens capensis","L","B",683,2,0,0,2,"2018-10-08",0,281,14,0,0,28,4,0
2957,"9/24/18",15,"Phlox cuspidata","L","B",716,2,0,0,11,"2018-10-08",9,281,14,0,0.6,28,4,0
2958,"9/24/18",15,"Phlox cuspidata","L","B",717,3,0,0,10,"2018-10-08",7,281,14,0,0.466666666666667,28,4,0
2959,"9/24/18",15,"Phlox cuspidata","H","B",718,4,0,0,14,"2018-10-08",10,281,14,0,0.666666666666667,28,4,1
2960,"9/24/18",15,"Phlox cuspidata","H","B",719,2,0,0,11,"2018-10-08",9,281,14,0,0.6,28,4,1
2961,"9/24/18",20,"Oenethera biennis","L","B",91,1,0,0,9,"2018-10-10",8,283,16,1,0.4,28,4,0
2962,"9/24/18",20,"Oenethera biennis","L","B",92,0,0,6,14,"2018-10-10",14,283,16,0,0.7,28,4,0
2963,"9/24/18",20,"Oenethera biennis","L","B",93,0,0,2,15,"2018-10-10",15,283,16,0,0.75,28,4,0
2964,"9/24/18",20,"Oenethera biennis","H","B",94,0,0,0,10,"2018-10-10",10,283,16,0,0.5,28,4,1
2965,"9/24/18",20,"Oenethera biennis","H","B",95,2,0,3,11,"2018-10-10",9,283,16,0,0.45,28,4,1
2966,"9/24/18",20,"Oenethera biennis","H","B",96,2,0,0,14,"2018-10-10",11,283,16,0,0.55,28,4,1
2967,"9/24/18",20,"Asclepias syriaca","L","B",139,2,0,0,20,"2018-10-10",16,283,16,0,0.8,28,4,0
2968,"9/24/18",20,"Asclepias syriaca","L","B",140,1,0,0,19,"2018-10-10",18,283,16,0,0.9,28,4,0
2969,"9/24/18",20,"Asclepias syriaca","L","B",141,1,0,0,21,"2018-10-10",20,283,16,0,1,28,4,0
2970,"9/24/18",20,"Asclepias syriaca","H","B",142,0,0,0,19,"2018-10-10",19,283,16,0,0.95,28,4,1
2971,"9/24/18",20,"Asclepias syriaca","H","B",143,1,0,0,18,"2018-10-10",17,283,16,0,0.85,28,4,1
2972,"9/24/18",20,"Asclepias syriaca","H","B",144,0,0,0,20,"2018-10-10",20,283,16,0,1,28,4,1
2973,"9/24/18",20,"Cryptotaenia canadensis","L","B",187,1,0,1,20,"2018-10-10",19,283,16,0,0.95,28,4,0
2974,"9/24/18",20,"Cryptotaenia canadensis","L","B",188,14,0,0,20,"2018-10-10",6,283,16,0,0.3,28,4,0
2975,"9/24/18",20,"Cryptotaenia canadensis","L","B",189,10,0,0,20,"2018-10-10",9,283,16,1,0.45,28,4,0
2976,"9/24/18",20,"Cryptotaenia canadensis","H","B",190,15,0,3,18,"2018-10-10",3,283,16,0,0.15,28,4,1
2977,"9/24/18",20,"Cryptotaenia canadensis","H","B",191,15,0,1,21,"2018-10-10",6,283,16,1,0.3,28,4,1
2978,"9/24/18",20,"Cryptotaenia canadensis","H","B",192,15,0,3,17,"2018-10-10",1,283,16,0,0.05,28,4,1
2979,"9/24/18",20,"Eurbia diviricata","L","B",253,5,0,7,13,"2018-10-10",6,283,16,2,0.3,28,4,0
2980,"9/24/18",20,"Eurbia diviricata","L","B",254,6,0,3,15,"2018-10-10",4,283,16,0,0.2,28,4,0
2981,"9/24/18",20,"Eurbia diviricata","L","B",255,7,0,2,15,"2018-10-10",7,283,16,1,0.35,28,4,0
2982,"9/24/18",20,"Eurbia diviricata","H","B",256,3,0,7,7,"2018-10-10",2,283,16,0,0.1,28,4,1
2983,"9/24/18",20,"Eurbia diviricata","H","B",257,4,0,5,13,"2018-10-10",7,283,16,0,0.35,28,4,1
2984,"9/24/18",20,"Eurbia diviricata","H","B",258,4,0,8,10,"2018-10-10",6,283,16,0,0.3,28,4,1
2985,"9/24/18",20,"Hesperis matronalis","L","B",307,2,0,0,20,"2018-10-10",18,283,16,0,0.9,28,4,0
2986,"9/24/18",20,"Hesperis matronalis","L","B",308,2,0,0,19,"2018-10-10",17,283,16,0,0.85,28,4,0
2987,"9/24/18",20,"Hesperis matronalis","L","B",309,6,0,0,20,"2018-10-10",14,283,16,0,0.7,28,4,0
2988,"9/24/18",20,"Hesperis matronalis","H","B",310,0,0,0,19,"2018-10-10",19,283,16,0,0.95,28,4,1
2989,"9/24/18",20,"Hesperis matronalis","H","B",311,0,0,0,19,"2018-10-10",19,283,16,0,0.95,28,4,1
2990,"9/24/18",20,"Hesperis matronalis","H","B",312,0,0,0,20,"2018-10-10",20,283,16,0,1,28,4,1
2991,"9/24/18",20,"Carex grayi","L","B",355,0,0,0,0,"2018-10-10",0,283,16,0,0,28,4,0
2992,"9/24/18",20,"Carex grayi","L","B",356,0,0,0,0,"2018-10-10",0,283,16,0,0,28,4,0
2993,"9/24/18",20,"Carex grayi","H","B",357,0,0,0,2,"2018-10-10",0,283,16,0,0,28,4,1
2994,"9/24/18",20,"Carex grayi","H","B",358,0,0,0,6,"2018-10-10",1,283,16,1,0.05,28,4,1
2995,"9/24/18",20,"Polygonum virginiatum","L","B",385,17,0,0,20,"2018-10-10",0,283,16,0,0,28,4,0
2996,"9/24/18",20,"Polygonum virginiatum","L","B",386,17,0,0,21,"2018-10-10",1,283,16,0,0.05,28,4,0
2997,"9/24/18",20,"Polygonum virginiatum","L","B",387,18,0,2,19,"2018-10-10",0,283,16,0,0,28,4,0
2998,"9/24/18",20,"Polygonum virginiatum","H","B",388,18,0,1,19,"2018-10-10",1,283,16,0,0.05,28,4,1
2999,"9/24/18",20,"Polygonum virginiatum","H","B",389,17,0,3,17,"2018-10-10",0,283,16,0,0,28,4,1
3000,"9/24/18",20,"Polygonum virginiatum","H","B",390,19,0,0,20,"2018-10-10",0,283,16,0,0,28,4,1
3001,"9/24/18",20,"Carex grisea","L","B",431,19,0,1,19,"2018-10-10",0,283,16,0,0,28,4,0
3002,"9/24/18",20,"Carex grisea","L","B",432,20,0,0,20,"2018-10-10",0,283,16,0,0,28,4,0
3003,"9/24/18",20,"Carex grisea","H","B",433,0,0,0,0,"2018-10-10",0,283,16,0,0,28,4,1
3004,"9/24/18",20,"Carex grisea","H","B",434,18,0,0,19,"2018-10-10",0,283,16,0,0,28,4,1
3005,"9/24/18",20,"Silene vulgaris","L","B",472,1,0,0,16,"2018-10-10",15,283,16,0,0.75,28,4,0
3006,"9/24/18",20,"Silene vulgaris","L","B",473,2,0,0,19,"2018-10-10",17,283,16,0,0.85,28,4,0
3007,"9/24/18",20,"Silene vulgaris","H","B",474,2,0,0,18,"2018-10-10",16,283,16,0,0.8,28,4,1
3008,"9/24/18",20,"Silene vulgaris","L","B",475,0,0,0,19,"2018-10-10",18,283,16,1,0.9,28,4,0
3009,"9/24/18",20,"Silene vulgaris","H","B",476,4,0,0,21,"2018-10-10",16,283,16,1,0.8,28,4,1
3010,"9/24/18",20,"Silene vulgaris","H","B",477,2,0,0,18,"2018-10-10",15,283,16,0,0.75,28,4,1
3011,"9/24/18",20,"Silene stellata","L","B",526,15,0,0,19,"2018-10-10",4,283,16,0,0.2,28,4,0
3012,"9/24/18",20,"Silene stellata","L","B",527,15,0,0,19,"2018-10-10",4,283,16,0,0.2,28,4,0
3013,"9/24/18",20,"Silene stellata","L","B",528,17,0,0,19,"2018-10-10",2,283,16,0,0.1,28,4,0
3014,"9/24/18",20,"Silene stellata","H","B",529,17,0,0,18,"2018-10-10",1,283,16,0,0.05,28,4,1
3015,"9/24/18",20,"Silene stellata","H","B",530,14,0,0,18,"2018-10-10",3,283,16,0,0.15,28,4,1
3016,"9/24/18",20,"Silene stellata","H","B",531,0,0,0,1,"2018-10-10",1,283,16,0,0.05,28,4,1
3017,"9/24/18",20,"Anemone virginana","L","B",580,2,0,1,20,"2018-10-10",5,283,16,3,0.25,28,4,0
3018,"9/24/18",20,"Anemone virginana","L","B",581,7,0,0,20,"2018-10-10",5,283,16,4,0.25,28,4,0
3019,"9/24/18",20,"Anemone virginana","L","B",582,2,0,1,18,"2018-10-10",7,283,16,6,0.35,28,4,0
3020,"9/24/18",20,"Anemone virginana","H","B",583,5,0,0,21,"2018-10-10",9,283,16,4,0.45,28,4,1
3021,"9/24/18",20,"Anemone virginana","H","B",584,4,0,0,19,"2018-10-10",10,283,16,3,0.5,28,4,1
3022,"9/24/18",20,"Anemone virginana","H","B",585,0,0,0,20,"2018-10-10",13,283,16,4,0.65,28,4,1
3023,"9/24/18",15,"Thalictrum dioicum","L","B",634,8,0,7,12,"2018-10-10",0,283,16,0,0,28,4,0
3024,"9/24/18",15,"Thalictrum dioicum","L","B",635,8,0,6,12,"2018-10-10",1,283,16,1,0.0666666666666667,28,4,0
3025,"9/24/18",15,"Thalictrum dioicum","L","B",636,7,0,6,9,"2018-10-10",0,283,16,0,0,28,4,0
3026,"9/24/18",15,"Thalictrum dioicum","H","B",637,9,0,3,12,"2018-10-10",0,283,16,0,0,28,4,1
3027,"9/24/18",15,"Thalictrum dioicum","H","B",638,3,0,11,4,"2018-10-10",0,283,16,0,0,28,4,1
3028,"9/24/18",15,"Thalictrum dioicum","H","B",639,4,0,8,7,"2018-10-10",0,283,16,0,0,28,4,1
3029,"9/24/18",10,"Impatiens capensis","L","B",680,0,0,10,0,"2018-10-10",0,283,16,0,0,28,4,0
3030,"9/24/18",10,"Impatiens capensis","L","B",681,2,0,7,3,"2018-10-10",1,283,16,0,0.1,28,4,0
3031,"9/24/18",10,"Impatiens capensis","H","B",682,1,0,9,1,"2018-10-10",0,283,16,0,0,28,4,1
3032,"9/24/18",10,"Impatiens capensis","L","B",683,2,0,0,2,"2018-10-10",0,283,16,0,0,28,4,0
3033,"9/24/18",15,"Phlox cuspidata","L","B",716,2,0,0,11,"2018-10-10",9,283,16,0,0.6,28,4,0
3034,"9/24/18",15,"Phlox cuspidata","L","B",717,3,0,0,10,"2018-10-10",7,283,16,0,0.466666666666667,28,4,0
3035,"9/24/18",15,"Phlox cuspidata","H","B",718,4,0,0,14,"2018-10-10",10,283,16,0,0.666666666666667,28,4,1
3036,"9/24/18",15,"Phlox cuspidata","H","B",719,2,0,0,11,"2018-10-10",9,283,16,0,0.6,28,4,1
3037,"9/24/18",20,"Oenethera biennis","L","B",91,1,0,0,9,"2018-10-12",8,285,18,0,0.4,28,4,0
3038,"9/24/18",20,"Oenethera biennis","L","B",92,0,0,6,14,"2018-10-12",14,285,18,0,0.7,28,4,0
3039,"9/24/18",20,"Oenethera biennis","L","B",93,0,0,2,15,"2018-10-12",15,285,18,0,0.75,28,4,0
3040,"9/24/18",20,"Oenethera biennis","H","B",94,0,0,0,10,"2018-10-12",10,285,18,0,0.5,28,4,1
3041,"9/24/18",20,"Oenethera biennis","H","B",95,2,0,3,11,"2018-10-12",9,285,18,0,0.45,28,4,1
3042,"9/24/18",20,"Oenethera biennis","H","B",96,2,0,0,14,"2018-10-12",12,285,18,1,0.6,28,4,1
3043,"9/24/18",20,"Asclepias syriaca","L","B",139,2,0,0,20,"2018-10-12",16,285,18,0,0.8,28,4,0
3044,"9/24/18",20,"Asclepias syriaca","L","B",140,1,0,0,19,"2018-10-12",18,285,18,0,0.9,28,4,0
3045,"9/24/18",20,"Asclepias syriaca","L","B",141,1,0,0,21,"2018-10-12",20,285,18,0,1,28,4,0
3046,"9/24/18",20,"Asclepias syriaca","H","B",142,0,0,0,19,"2018-10-12",19,285,18,0,0.95,28,4,1
3047,"9/24/18",20,"Asclepias syriaca","H","B",143,1,0,0,18,"2018-10-12",17,285,18,0,0.85,28,4,1
3048,"9/24/18",20,"Asclepias syriaca","H","B",144,0,0,0,20,"2018-10-12",20,285,18,0,1,28,4,1
3049,"9/24/18",20,"Cryptotaenia canadensis","L","B",187,1,0,1,20,"2018-10-12",19,285,18,0,0.95,28,4,0
3050,"9/24/18",20,"Cryptotaenia canadensis","L","B",188,14,0,0,20,"2018-10-12",6,285,18,0,0.3,28,4,0
3051,"9/24/18",20,"Cryptotaenia canadensis","L","B",189,10,0,0,20,"2018-10-12",10,285,18,1,0.5,28,4,0
3052,"9/24/18",20,"Cryptotaenia canadensis","H","B",190,15,0,3,18,"2018-10-12",3,285,18,0,0.15,28,4,1
3053,"9/24/18",20,"Cryptotaenia canadensis","H","B",191,15,0,1,21,"2018-10-12",6,285,18,0,0.3,28,4,1
3054,"9/24/18",20,"Cryptotaenia canadensis","H","B",192,15,0,3,17,"2018-10-12",2,285,18,1,0.1,28,4,1
3055,"9/24/18",20,"Eurbia diviricata","L","B",253,5,0,7,13,"2018-10-12",6,285,18,0,0.3,28,4,0
3056,"9/24/18",20,"Eurbia diviricata","L","B",254,6,0,3,15,"2018-10-12",4,285,18,0,0.2,28,4,0
3057,"9/24/18",20,"Eurbia diviricata","L","B",255,7,0,2,15,"2018-10-12",7,285,18,0,0.35,28,4,0
3058,"9/24/18",20,"Eurbia diviricata","H","B",256,3,0,7,7,"2018-10-12",4,285,18,2,0.2,28,4,1
3059,"9/24/18",20,"Eurbia diviricata","H","B",257,4,0,5,13,"2018-10-12",7,285,18,0,0.35,28,4,1
3060,"9/24/18",20,"Eurbia diviricata","H","B",258,4,0,8,10,"2018-10-12",6,285,18,0,0.3,28,4,1
3061,"9/24/18",20,"Hesperis matronalis","L","B",307,2,0,0,20,"2018-10-12",18,285,18,0,0.9,28,4,0
3062,"9/24/18",20,"Hesperis matronalis","L","B",308,2,0,0,19,"2018-10-12",17,285,18,0,0.85,28,4,0
3063,"9/24/18",20,"Hesperis matronalis","L","B",309,6,0,0,20,"2018-10-12",14,285,18,0,0.7,28,4,0
3064,"9/24/18",20,"Hesperis matronalis","H","B",310,0,0,0,19,"2018-10-12",19,285,18,0,0.95,28,4,1
3065,"9/24/18",20,"Hesperis matronalis","H","B",311,0,0,0,19,"2018-10-12",19,285,18,0,0.95,28,4,1
3066,"9/24/18",20,"Hesperis matronalis","H","B",312,0,0,0,20,"2018-10-12",20,285,18,0,1,28,4,1
3067,"9/24/18",20,"Carex grayi","L","B",355,0,0,0,0,"2018-10-12",0,285,18,0,0,28,4,0
3068,"9/24/18",20,"Carex grayi","L","B",356,0,0,0,0,"2018-10-12",0,285,18,0,0,28,4,0
3069,"9/24/18",20,"Carex grayi","H","B",357,0,0,0,2,"2018-10-12",0,285,18,0,0,28,4,1
3070,"9/24/18",20,"Carex grayi","H","B",358,0,0,0,6,"2018-10-12",1,285,18,0,0.05,28,4,1
3071,"9/24/18",20,"Polygonum virginiatum","L","B",385,17,0,0,20,"2018-10-12",0,285,18,0,0,28,4,0
3072,"9/24/18",20,"Polygonum virginiatum","L","B",386,17,0,0,21,"2018-10-12",1,285,18,0,0.05,28,4,0
3073,"9/24/18",20,"Polygonum virginiatum","L","B",387,18,0,2,19,"2018-10-12",1,285,18,1,0.05,28,4,0
3074,"9/24/18",20,"Polygonum virginiatum","H","B",388,18,0,1,19,"2018-10-12",1,285,18,0,0.05,28,4,1
3075,"9/24/18",20,"Polygonum virginiatum","H","B",389,17,0,3,17,"2018-10-12",0,285,18,0,0,28,4,1
3076,"9/24/18",20,"Polygonum virginiatum","H","B",390,19,0,0,20,"2018-10-12",0,285,18,0,0,28,4,1
3077,"9/24/18",20,"Carex grisea","L","B",431,19,0,1,19,"2018-10-12",0,285,18,0,0,28,4,0
3078,"9/24/18",20,"Carex grisea","L","B",432,20,0,0,20,"2018-10-12",0,285,18,0,0,28,4,0
3079,"9/24/18",20,"Carex grisea","H","B",433,0,0,0,0,"2018-10-12",0,285,18,0,0,28,4,1
